Date : 2024/09/17 16:56:08
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
L�gende : 
	Niveau de r�f�rence : 0
	Niveau courant : 3
	Param�tres Q4 : 
		Taille d'un �l�ment : 64
		Nombre maximum d'it�rations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Op�rateur : 
	Lieu : 
	Date : 
	Distance Cam�ras : 
	Angle cam�ras : 
	Distance du Capteur � l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1220.00	1608.00	-2.59	-25.85	2.92	0.62	-0.02	0.50	
1283.00	1608.00	0.01	-25.79	3.11	0.59	0.00	0.59	
1346.00	1608.00	2.60	-25.77	3.21	0.57	0.04	0.66	
1409.00	1608.00	5.22	-25.93	2.76	0.58	0.05	0.73	
1472.00	1608.00	7.88	-26.30	1.72	0.59	0.05	0.78	
1535.00	1608.00	10.63	-26.90	0.02	0.57	0.03	0.77	
1598.00	1608.00	13.49	-27.67	-2.19	0.42	-0.05	0.62	
1661.00	1608.00	16.44	-28.47	-4.53	0.23	-0.10	0.41	
1724.00	1608.00	19.33	-28.89	-5.72	0.12	-0.11	0.28	
905.00	1671.00	-15.59	-28.32	3.77	0.76	-0.02	0.43	
968.00	1671.00	-12.95	-28.16	4.16	0.80	0.02	0.44	
1031.00	1671.00	-10.38	-28.29	3.75	0.75	-0.01	0.33	
1094.00	1671.00	-7.77	-28.19	4.05	0.70	-0.03	0.37	
1157.00	1671.00	-5.19	-28.33	3.66	0.69	-0.04	0.50	
1220.00	1671.00	-2.59	-28.39	3.49	0.68	-0.03	0.65	
1283.00	1671.00	0.01	-28.35	3.62	0.65	-0.01	0.77	
1346.00	1671.00	2.61	-28.41	3.46	0.64	0.02	0.87	
1409.00	1671.00	5.24	-28.64	2.88	0.65	0.02	0.96	
1472.00	1671.00	7.91	-29.02	1.88	0.67	0.02	1.02	
1535.00	1671.00	10.65	-29.60	0.32	0.62	0.00	0.95	
1598.00	1671.00	13.52	-30.41	-1.94	0.47	-0.05	0.78	
1661.00	1671.00	16.46	-31.20	-4.10	0.29	-0.08	0.59	
1724.00	1671.00	19.37	-31.69	-5.42	0.17	-0.08	0.43	
905.00	1734.00	-15.60	-30.90	4.18	0.81	0.01	0.54	
968.00	1734.00	-12.94	-30.66	4.87	0.84	0.04	0.54	
1031.00	1734.00	-10.37	-30.77	4.51	0.78	0.00	0.44	
1094.00	1734.00	-7.77	-30.69	4.71	0.74	-0.02	0.50	
1157.00	1734.00	-5.19	-30.80	4.41	0.73	-0.03	0.64	
1220.00	1734.00	-2.59	-30.81	4.38	0.71	-0.03	0.77	
1283.00	1734.00	0.01	-30.80	4.42	0.69	-0.02	0.91	
1346.00	1734.00	2.61	-30.93	4.12	0.69	-0.01	1.02	
1409.00	1734.00	5.24	-31.22	3.39	0.70	-0.02	1.11	
1472.00	1734.00	7.91	-31.61	2.42	0.72	-0.01	1.16	
1535.00	1734.00	10.64	-32.14	1.04	0.67	-0.02	1.09	
1598.00	1734.00	13.50	-32.95	-1.06	0.53	-0.04	0.93	
1661.00	1734.00	16.44	-33.82	-3.35	0.37	-0.05	0.76	
1724.00	1734.00	19.36	-34.37	-4.78	0.24	-0.06	0.59	
905.00	1797.00	-15.61	-33.46	4.64	0.87	0.03	0.63	
968.00	1797.00	-12.95	-33.21	5.28	0.89	0.05	0.64	
1031.00	1797.00	-10.40	-33.45	4.69	0.84	0.00	0.57	
1094.00	1797.00	-7.79	-33.39	4.87	0.81	-0.02	0.66	
1157.00	1797.00	-5.19	-33.36	4.92	0.79	-0.03	0.79	
1220.00	1797.00	-2.59	-33.27	5.16	0.76	-0.03	0.91	
1283.00	1797.00	0.00	-33.25	5.26	0.73	-0.02	1.02	
1346.00	1797.00	2.60	-33.40	4.89	0.72	-0.03	1.12	
1409.00	1797.00	5.23	-33.72	4.11	0.73	-0.04	1.20	
1472.00	1797.00	7.90	-34.11	3.18	0.73	-0.04	1.22	
1535.00	1797.00	10.62	-34.63	1.90	0.69	-0.03	1.17	
1598.00	1797.00	13.47	-35.48	-0.20	0.58	-0.04	1.05	
1661.00	1797.00	16.44	-36.49	-2.74	0.42	-0.04	0.90	
1724.00	1797.00	19.37	-37.08	-4.20	0.27	-0.06	0.70	
905.00	1860.00	-15.61	-35.96	5.31	0.91	0.05	0.70	
968.00	1860.00	-12.96	-35.78	5.78	0.96	0.07	0.76	
1031.00	1860.00	-10.43	-36.20	4.75	0.90	0.03	0.72	
1094.00	1860.00	-7.80	-36.04	5.15	0.86	-0.01	0.79	
1157.00	1860.00	-5.19	-35.98	5.30	0.84	-0.03	0.93	
1220.00	1860.00	-2.59	-35.86	5.58	0.81	-0.03	1.06	
1283.00	1860.00	0.01	-35.82	5.72	0.79	-0.02	1.16	
1346.00	1860.00	2.61	-35.96	5.41	0.77	-0.03	1.24	
1409.00	1860.00	5.23	-36.29	4.67	0.77	-0.04	1.30	
1472.00	1860.00	7.91	-36.71	3.67	0.76	-0.04	1.31	
1535.00	1860.00	10.64	-37.30	2.31	0.72	-0.03	1.28	
1598.00	1860.00	13.51	-38.25	0.03	0.61	-0.04	1.18	
1661.00	1860.00	16.46	-39.23	-2.31	0.45	-0.06	1.00	
1724.00	1860.00	19.37	-39.80	-3.61	0.30	-0.09	0.76	
905.00	1923.00	-15.57	-38.32	6.25	0.92	0.05	0.74	
968.00	1923.00	-12.95	-38.22	6.45	0.97	0.08	0.81	
1031.00	1923.00	-10.46	-38.92	4.92	0.95	0.05	0.86	
1094.00	1923.00	-7.82	-38.72	5.42	0.90	-0.00	0.91	
1157.00	1923.00	-5.20	-38.58	5.75	0.87	-0.02	1.05	
1220.00	1923.00	-2.59	-38.47	6.02	0.85	-0.03	1.19	
1283.00	1923.00	0.01	-38.46	6.06	0.84	-0.02	1.32	
1346.00	1923.00	2.61	-38.57	5.82	0.84	-0.04	1.40	
1409.00	1923.00	5.25	-38.96	4.98	0.84	-0.05	1.46	
1472.00	1923.00	7.93	-39.45	3.89	0.82	-0.04	1.48	
1535.00	1923.00	10.68	-40.11	2.38	0.79	-0.02	1.46	
1598.00	1923.00	13.53	-41.00	0.36	0.70	-0.01	1.38	
1661.00	1923.00	16.45	-41.84	-1.52	0.52	-0.03	1.15	
