Date : 2024/09/17 16:56:06
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
Légende : 
	Niveau de référence : 0
	Niveau courant : 1
	Paramètres Q4 : 
		Taille d'un élément : 64
		Nombre maximum d'itérations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Opérateur : 
	Lieu : 
	Date : 
	Distance Caméras : 
	Angle caméras : 
	Distance du Capteur à l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1220.00	1608.00	-2.59	-25.85	2.92	0.69	0.08	-0.14	
1283.00	1608.00	0.01	-25.79	3.11	0.67	0.06	-0.18	
1346.00	1608.00	2.60	-25.77	3.21	0.65	0.04	-0.18	
1409.00	1608.00	5.22	-25.93	2.76	0.64	0.02	-0.16	
1472.00	1608.00	7.88	-26.30	1.72	0.66	-0.00	-0.09	
1535.00	1608.00	10.63	-26.90	0.02	0.68	-0.03	-0.03	
1598.00	1608.00	13.49	-27.67	-2.19	0.65	-0.07	-0.06	
1661.00	1608.00	16.44	-28.47	-4.53	0.59	-0.12	-0.14	
1724.00	1608.00	19.33	-28.89	-5.72	0.55	-0.15	-0.19	
905.00	1671.00	-15.59	-28.32	3.77	0.63	0.24	0.16	
968.00	1671.00	-12.95	-28.16	4.16	0.71	0.25	0.17	
1031.00	1671.00	-10.38	-28.29	3.75	0.72	0.20	0.03	
1094.00	1671.00	-7.77	-28.19	4.05	0.71	0.15	-0.03	
1157.00	1671.00	-5.19	-28.33	3.66	0.69	0.12	-0.07	
1220.00	1671.00	-2.59	-28.39	3.49	0.68	0.09	-0.09	
1283.00	1671.00	0.01	-28.35	3.62	0.67	0.06	-0.12	
1346.00	1671.00	2.61	-28.41	3.46	0.65	0.05	-0.11	
1409.00	1671.00	5.24	-28.64	2.88	0.65	0.02	-0.07	
1472.00	1671.00	7.91	-29.02	1.88	0.67	0.00	0.00	
1535.00	1671.00	10.65	-29.60	0.32	0.68	-0.03	0.02	
1598.00	1671.00	13.52	-30.41	-1.94	0.64	-0.08	-0.02	
1661.00	1671.00	16.46	-31.20	-4.10	0.58	-0.12	-0.08	
1724.00	1671.00	19.37	-31.69	-5.42	0.54	-0.15	-0.15	
905.00	1734.00	-15.60	-30.90	4.18	0.63	0.26	0.22	
968.00	1734.00	-12.94	-30.66	4.87	0.71	0.27	0.22	
1031.00	1734.00	-10.37	-30.77	4.51	0.71	0.20	0.06	
1094.00	1734.00	-7.77	-30.69	4.71	0.70	0.17	0.02	
1157.00	1734.00	-5.19	-30.80	4.41	0.69	0.13	-0.02	
1220.00	1734.00	-2.59	-30.81	4.38	0.68	0.10	-0.04	
1283.00	1734.00	0.01	-30.80	4.42	0.67	0.08	-0.05	
1346.00	1734.00	2.61	-30.93	4.12	0.66	0.06	-0.03	
1409.00	1734.00	5.24	-31.22	3.39	0.65	0.03	-0.00	
1472.00	1734.00	7.91	-31.61	2.42	0.67	0.00	0.05	
1535.00	1734.00	10.64	-32.14	1.04	0.68	-0.03	0.07	
1598.00	1734.00	13.50	-32.95	-1.06	0.64	-0.07	0.03	
1661.00	1734.00	16.44	-33.82	-3.35	0.59	-0.11	-0.02	
1724.00	1734.00	19.36	-34.37	-4.78	0.54	-0.14	-0.09	
905.00	1797.00	-15.61	-33.46	4.64	0.62	0.26	0.24	
968.00	1797.00	-12.95	-33.21	5.28	0.68	0.26	0.23	
1031.00	1797.00	-10.40	-33.45	4.69	0.70	0.20	0.10	
1094.00	1797.00	-7.79	-33.39	4.87	0.70	0.17	0.06	
1157.00	1797.00	-5.19	-33.36	4.92	0.69	0.13	0.03	
1220.00	1797.00	-2.59	-33.27	5.16	0.68	0.11	0.02	
1283.00	1797.00	0.00	-33.25	5.26	0.67	0.09	0.00	
1346.00	1797.00	2.60	-33.40	4.89	0.65	0.07	0.02	
1409.00	1797.00	5.23	-33.72	4.11	0.65	0.03	0.06	
1472.00	1797.00	7.90	-34.11	3.18	0.66	0.00	0.08	
1535.00	1797.00	10.62	-34.63	1.90	0.66	-0.02	0.10	
1598.00	1797.00	13.47	-35.48	-0.20	0.64	-0.06	0.08	
1661.00	1797.00	16.44	-36.49	-2.74	0.58	-0.10	0.03	
1724.00	1797.00	19.37	-37.08	-4.20	0.52	-0.14	-0.05	
905.00	1860.00	-15.61	-35.96	5.31	0.59	0.23	0.19	
968.00	1860.00	-12.96	-35.78	5.78	0.68	0.26	0.24	
1031.00	1860.00	-10.43	-36.20	4.75	0.69	0.21	0.14	
1094.00	1860.00	-7.80	-36.04	5.15	0.68	0.17	0.09	
1157.00	1860.00	-5.19	-35.98	5.30	0.68	0.13	0.07	
1220.00	1860.00	-2.59	-35.86	5.58	0.67	0.11	0.06	
1283.00	1860.00	0.01	-35.82	5.72	0.66	0.09	0.06	
1346.00	1860.00	2.61	-35.96	5.41	0.65	0.07	0.08	
1409.00	1860.00	5.23	-36.29	4.67	0.65	0.04	0.10	
1472.00	1860.00	7.91	-36.71	3.67	0.65	0.01	0.13	
1535.00	1860.00	10.64	-37.30	2.31	0.65	-0.02	0.14	
1598.00	1860.00	13.51	-38.25	0.03	0.62	-0.06	0.12	
1661.00	1860.00	16.46	-39.23	-2.31	0.56	-0.11	0.07	
1724.00	1860.00	19.37	-39.80	-3.61	0.49	-0.16	-0.05	
905.00	1923.00	-15.57	-38.32	6.25	0.58	0.20	0.13	
968.00	1923.00	-12.95	-38.22	6.45	0.63	0.22	0.17	
1031.00	1923.00	-10.46	-38.92	4.92	0.67	0.21	0.15	
1094.00	1923.00	-7.82	-38.72	5.42	0.68	0.17	0.12	
1157.00	1923.00	-5.20	-38.58	5.75	0.68	0.14	0.11	
1220.00	1923.00	-2.59	-38.47	6.02	0.67	0.11	0.10	
1283.00	1923.00	0.01	-38.46	6.06	0.66	0.09	0.11	
1346.00	1923.00	2.61	-38.57	5.82	0.65	0.06	0.12	
1409.00	1923.00	5.25	-38.96	4.98	0.65	0.04	0.15	
1472.00	1923.00	7.93	-39.45	3.89	0.65	0.01	0.17	
1535.00	1923.00	10.68	-40.11	2.38	0.64	-0.02	0.18	
1598.00	1923.00	13.53	-41.00	0.36	0.61	-0.06	0.17	
1661.00	1923.00	16.45	-41.84	-1.52	0.56	-0.10	0.12	
